PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
1136,0.0,3,male,28.0,1,2,23.45,S
1137,0.0,1,male,41.0,1,0,51.8625,S
1138,0.0,2,female,22.0,0,0,21.0,S
1139,0.0,2,male,42.0,1,1,32.5,S
1140,0.0,2,female,29.0,1,0,26.0,S
1141,0.0,3,female,28.0,1,0,14.4542,C
1142,0.0,2,female,0.92,1,2,27.75,S
1143,0.0,3,male,20.0,0,0,7.925,S
1144,0.0,1,male,27.0,1,0,136.7792,C
1145,0.0,3,male,24.0,0,0,9.325,S
1146,0.0,3,male,32.5,0,0,9.5,S
1147,0.0,3,male,28.0,0,0,7.55,S
1148,0.0,3,male,28.0,0,0,7.75,Q
1149,0.0,3,male,28.0,0,0,8.05,S
1150,0.0,2,female,19.0,0,0,13.0,S
1151,0.0,3,male,21.0,0,0,7.775,S
1152,0.0,3,male,36.5,1,0,17.4,S
1153,0.0,3,male,21.0,0,0,7.8542,S
1154,0.0,2,female,29.0,0,2,23.0,S
1155,0.0,3,female,1.0,1,1,12.1833,S
1156,0.0,2,male,30.0,0,0,12.7375,C
1157,0.0,3,male,28.0,0,0,7.8958,S
1158,0.0,1,male,28.0,0,0,0.0,S
1159,0.0,3,male,28.0,0,0,7.55,S
1160,0.0,3,female,28.0,0,0,8.05,S
1161,0.0,3,male,17.0,0,0,8.6625,S
1162,0.0,1,male,46.0,0,0,75.2417,C
1163,0.0,3,male,28.0,0,0,7.75,Q
1164,0.0,1,female,26.0,1,0,136.7792,C
1165,0.0,3,female,28.0,1,0,15.5,Q
1166,0.0,3,male,28.0,0,0,7.225,C
1167,0.0,2,female,20.0,1,0,26.0,S
1168,0.0,2,male,28.0,0,0,10.5,S
1169,0.0,2,male,40.0,1,0,26.0,S
1170,0.0,2,male,30.0,1,0,21.0,S
1171,0.0,2,male,22.0,0,0,10.5,S
1172,0.0,3,female,23.0,0,0,8.6625,S
1173,0.0,3,male,0.75,1,1,13.775,S
1174,0.0,3,female,28.0,0,0,7.75,Q
1175,0.0,3,female,9.0,1,1,15.2458,C
1176,0.0,3,female,2.0,1,1,20.2125,S
1177,0.0,3,male,36.0,0,0,7.25,S
1178,0.0,3,male,28.0,0,0,7.25,S
1179,0.0,1,male,24.0,1,0,82.2667,S
1180,0.0,3,male,28.0,0,0,7.2292,C
1181,0.0,3,male,28.0,0,0,8.05,S
1182,0.0,1,male,28.0,0,0,39.6,S
1183,0.0,3,female,30.0,0,0,6.95,Q
1184,0.0,3,male,28.0,0,0,7.2292,C
1185,0.0,1,male,53.0,1,1,81.8583,S
1186,0.0,3,male,36.0,0,0,9.5,S
1187,0.0,3,male,26.0,0,0,7.8958,S
1188,0.0,2,female,1.0,1,2,41.5792,C
1189,0.0,3,male,28.0,2,0,21.6792,C
1190,0.0,1,male,30.0,0,0,45.5,S
1191,0.0,3,male,29.0,0,0,7.8542,S
1192,0.0,3,male,32.0,0,0,7.775,S
1193,0.0,2,male,28.0,0,0,15.0458,C
1194,0.0,2,male,43.0,0,1,21.0,S
1195,0.0,3,male,24.0,0,0,8.6625,S
1196,0.0,3,female,28.0,0,0,7.75,Q
1197,0.0,1,female,64.0,1,1,26.55,S
1198,0.0,1,male,30.0,1,2,151.55,S
1199,0.0,3,male,0.83,0,1,9.35,S
1200,0.0,1,male,55.0,1,1,93.5,S
1201,0.0,3,female,45.0,1,0,14.1083,S
1202,0.0,3,male,18.0,0,0,8.6625,S
1203,0.0,3,male,22.0,0,0,7.225,C
1204,0.0,3,male,28.0,0,0,7.575,S
1205,0.0,3,female,37.0,0,0,7.75,Q
1206,0.0,1,female,55.0,0,0,135.6333,C
1207,0.0,3,female,17.0,0,0,7.7333,Q
1208,0.0,1,male,57.0,1,0,146.5208,C
1209,0.0,2,male,19.0,0,0,10.5,S
1210,0.0,3,male,27.0,0,0,7.8542,S
1211,0.0,2,male,22.0,2,0,31.5,S
1212,0.0,3,male,26.0,0,0,7.775,S
1213,0.0,3,male,25.0,0,0,7.2292,C
1214,0.0,2,male,26.0,0,0,13.0,S
1215,0.0,1,male,33.0,0,0,26.55,S
1216,0.0,1,female,39.0,0,0,211.3375,S
1217,0.0,3,male,23.0,0,0,7.05,S
1218,0.0,2,female,12.0,2,1,39.0,S
1219,0.0,1,male,46.0,0,0,79.2,C
1220,0.0,2,male,29.0,1,0,26.0,S
1221,0.0,2,male,21.0,0,0,13.0,S
1222,0.0,2,female,48.0,0,2,36.75,S
1223,0.0,1,male,39.0,0,0,29.7,C
1224,0.0,3,male,28.0,0,0,7.225,C
1225,0.0,3,female,19.0,1,1,15.7417,C
1226,0.0,3,male,27.0,0,0,7.8958,S
1227,0.0,1,male,30.0,0,0,26.0,S
1228,0.0,2,male,32.0,0,0,13.0,S
1229,0.0,3,male,39.0,0,2,7.2292,C
1230,0.0,2,male,25.0,0,0,31.5,S
1231,0.0,3,male,28.0,0,0,7.2292,C
1232,0.0,2,male,18.0,0,0,10.5,S
1233,0.0,3,male,32.0,0,0,7.5792,S
1234,0.0,3,male,28.0,1,9,69.55,S
1235,0.0,1,female,58.0,0,1,512.3292,C
1236,0.0,3,male,28.0,1,1,14.5,S
1237,0.0,3,female,16.0,0,0,7.65,S
1238,0.0,2,male,26.0,0,0,13.0,S
1239,0.0,3,female,38.0,0,0,7.2292,C
1240,0.0,2,male,24.0,0,0,13.5,S
1241,0.0,2,female,31.0,0,0,21.0,S
1242,0.0,1,female,45.0,0,1,63.3583,C
1243,0.0,2,male,25.0,0,0,10.5,S
1244,0.0,2,male,18.0,0,0,73.5,S
1245,0.0,2,male,49.0,1,2,65.0,S
1246,0.0,3,female,0.17,1,2,20.575,S
1247,0.0,1,male,50.0,0,0,26.0,S
1248,0.0,1,female,59.0,2,0,51.4792,S
1249,0.0,3,male,28.0,0,0,7.8792,S
1250,0.0,3,male,28.0,0,0,7.75,Q
1251,0.0,3,female,30.0,1,0,15.55,S
1252,0.0,3,male,14.5,8,2,69.55,S
1253,0.0,2,female,24.0,1,1,37.0042,C
1254,0.0,2,female,31.0,0,0,21.0,S
1255,0.0,3,male,27.0,0,0,8.6625,S
1256,0.0,1,female,25.0,1,0,55.4417,C
1257,0.0,3,female,28.0,1,9,69.55,S
1258,0.0,3,male,28.0,1,0,14.4583,C
1259,0.0,3,female,22.0,0,0,39.6875,S
1260,0.0,1,female,45.0,0,1,59.4,C
1261,0.0,2,male,29.0,0,0,13.8583,C
1262,0.0,2,male,21.0,1,0,11.5,S
1263,0.0,1,female,31.0,0,0,134.5,C
1264,0.0,1,male,49.0,0,0,0.0,S
1265,0.0,2,male,44.0,0,0,13.0,S
1266,0.0,1,female,54.0,1,1,81.8583,S
1267,0.0,1,female,45.0,0,0,262.375,C
1268,0.0,3,female,22.0,2,0,8.6625,S
1269,0.0,2,male,21.0,0,0,11.5,S
1270,0.0,1,male,55.0,0,0,50.0,S
1271,0.0,3,male,5.0,4,2,31.3875,S
1272,0.0,3,male,28.0,0,0,7.75,Q
1273,0.0,3,male,26.0,0,0,7.8792,Q
1274,0.0,3,female,28.0,0,0,14.5,S
1275,0.0,3,female,19.0,1,0,16.1,S
1276,0.0,2,male,28.0,0,0,12.875,S
1277,0.0,2,female,24.0,1,2,65.0,S
1278,0.0,3,male,24.0,0,0,7.775,S
1279,0.0,2,male,57.0,0,0,13.0,S
1280,0.0,3,male,21.0,0,0,7.75,Q
1281,0.0,3,male,6.0,3,1,21.075,S
1282,0.0,1,male,23.0,0,0,93.5,S
1283,0.0,1,female,51.0,0,1,39.4,S
1284,0.0,3,male,13.0,0,2,20.25,S
1285,0.0,2,male,47.0,0,0,10.5,S
1286,0.0,3,male,29.0,3,1,22.025,S
1287,0.0,1,female,18.0,1,0,60.0,S
1288,0.0,3,male,24.0,0,0,7.25,Q
1289,0.0,1,female,48.0,1,1,79.2,C
1290,0.0,3,male,22.0,0,0,7.775,S
1291,0.0,3,male,31.0,0,0,7.7333,Q
1292,0.0,1,female,30.0,0,0,164.8667,S
1293,0.0,2,male,38.0,1,0,21.0,S
1294,0.0,1,female,22.0,0,1,59.4,C
1295,0.0,1,male,17.0,0,0,47.1,S
1296,0.0,1,male,43.0,1,0,27.7208,C
1297,0.0,2,male,20.0,0,0,13.8625,C
1298,0.0,2,male,23.0,1,0,10.5,S
1299,0.0,1,male,50.0,1,1,211.5,C
1300,0.0,3,female,28.0,0,0,7.7208,Q
1301,0.0,3,female,3.0,1,1,13.775,S
1302,0.0,3,female,28.0,0,0,7.75,Q
1303,0.0,1,female,37.0,1,0,90.0,Q
1304,0.0,3,female,28.0,0,0,7.775,S
1305,0.0,3,male,28.0,0,0,8.05,S
1306,0.0,1,female,39.0,0,0,108.9,C
1307,0.0,3,male,38.5,0,0,7.25,S
1308,0.0,3,male,28.0,0,0,8.05,S
1309,0.0,3,male,28.0,1,1,22.3583,C
